product_href,img_url,Mfr_Part,Mfr,Availability,Price,Qty,Datasheet,Mount,Shape,Material ,Package,Series,Size,Product-Status,Efficiency-Type,Height Seated ,REACH_SVHC,RoHS_Status,Category,Subcategory,Name,Title,public_id
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sc648anpr-4601,https://static.utmel.com/80dimg/mallorysonalertproductsinc-sc648anpr-3054.jpg,SC648ANPR,,14839,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sc648anpr-datasheets-1220.pdf,-,,,Bulk,-,1.687Dia 42.85mm,Active,,33.8mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028lasp1-6445,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA028LASP1,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,Through Hole,,,Bulk,-,1.687Dia 42.85mm,Active,,42.85 mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sc628fr-4777,https://static.utmel.com/80dimg/mallorysonalertproductsinc-sc628fr-3228.jpg,SC628FR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sc628fr-datasheets-2301.pdf,-,,,Bulk,-,1.687Dia 42.85mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028ldsp1-5652,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA028LDSP1,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,300,,,Bulk,-,1.692Dia 42.98mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028mact-6163,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA028MACT,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,-,,,Bulk,-,1.687Dia 42.85mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028mdsp1-6172,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA028MDSP1,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,PCB,,,Bulk,,1.687Dia 42.85mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14ldp2-5165,https://static.utmel.com/80dimg/mallorysonalertproductsinc-mse14ldp2-3592.jpg,MSE14LDP2,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14ldp2-datasheets-4886.pdf,-,,,Bulk,-,1.687Dia 42.85mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028ladp3-6539,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA028LADP3,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,-,,,Bulk,-,1.210Dia 30.74mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sc628lr-4262,https://static.utmel.com/80dimg/mallorysonalertproductsinc-sc628lr-2735.jpg,SC628LR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sc628lr-datasheets-9449.pdf,Panel,,,Bulk,-,1.210Dia 30.74mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14lcm3-4678,https://static.utmel.com/80dimg/mallorysonalertproductsinc-mse14lcm3-3131.jpg,MSE14LCM3,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14lcm3-datasheets-1647.pdf,-,,,Bulk,-,1.692Dia 42.98mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sc628jr-4730,https://static.utmel.com/80dimg/mallorysonalertproductsinc-sc648ae-2130.jpg,SC628JR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sc628jr-datasheets-1992.pdf,-,,,Bulk,-,Active,Active,,43.3mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14lsn3-5148,https://static.utmel.com/80dimg/mallorysonalertproductsinc-mse14lsn3-3576.jpg,MSE14LSN3,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14lsn3-datasheets-4790.pdf,External,,,Bulk,-,0.866Dia 22.00mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14ldt7-5169,https://static.utmel.com/80dimg/mallorysonalertproductsinc-mse14ldt7-3596.jpg,MSE14LDT7,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14ldt7-datasheets-4916.pdf,Surface Mount,,,Bulk,-,1.687Dia 42.85mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14ldp3-5194,https://static.utmel.com/80dimg/mallorysonalertproductsinc-mse14ldp3-3621.jpg,MSE14LDP3,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14ldp3-datasheets-5035.pdf,Surface Mount,,,Bulk,-,1.687Dia 42.85mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/tdkcorporation-ps1740p02e-2319,https://static.utmel.com/80dimg/tdkcorporation-ps1740p02e-1701.jpg,PS1740P02E,,1334,,1,https://pdf.utmel.com/r/datasheets/tdkcorporation-ps1240p02bt-datasheets-931.pdf,-,,,Bulk,-,1.687Dia 42.85mm,1 (Unlimited),,33.8mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sc250nr-4869,https://static.utmel.com/80dimg/mallorysonalertproductsinc-sc250nr-3313.jpg,SC250NR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sc250nr-datasheets-2881.pdf,-,,,Bulk,-,0.496Dia 12.60mm,Active,,33.8mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028masp1-6396,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA028MASP1,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,200,,,Tray,-,1.687Dia 42.85mm,Active,,33.77mm,,,,,,,
https://www.utmel.com/productdetail/omronautomationandsafety-m2bjbh24dd-4888,https://static.utmel.com/80dimg/omronautomationandsafety-m2bjbh24ed-1956.jpg,M2BJ-BH24D-D,,In Stock,,1,https://pdf.utmel.com/r/datasheets/omronautomationandsafety-m2bjbh24ed-datasheets-5314.pdf,Base,,,Bulk,-,-,Active,,33.8mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sc648anjr-6382,https://static.utmel.com/80fimg/mallorysonalert-sc648anjr-9635.jpg,SC648ANJR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sc648anjr-datasheets-0953.pdf,Base,,,Bulk,-,-,Active,,38mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028madp3-6392,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA028MADP3,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,-,,,Bulk,-,-,Active,,33.8mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028madp2-6411,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA028MADP2,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,-,,,Bulk,-,-,Active,,33.8mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14ldd7-5132,https://static.utmel.com/80dimg/mallorysonalertproductsinc-mse14ldd7-3560.jpg,MSE14LDD7,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14ldd7-datasheets-4675.pdf,Base,,,Bulk,-,-,Active,,33.8mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za016mddp3-6174,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA016MDDP3,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,Panel,,,Bulk,-,-,Active,,33.8mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za016lddp3-6200,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA016LDDP3,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,External,,,Bulk,-,-,Active,,0.421 10.70mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za016lddp2-6210,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA016LDDP2,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,External,,,Bulk,-,-,Active,,32.9mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za016mdmp1-6223,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA016MDMP1,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,-,,,Bulk,-,-,Active,,35.9mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-sc648adr-5715,https://static.utmel.com/80fimg/mallorysonalert-sc648adr-9521.jpg,SC648ADR,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-sc648adr-datasheets-7183.pdf,-,,,Bulk,-,-,Active,,7mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028lddp2-6217,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA028LDDP2,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,-,,,Bulk,-,-,Active,,5.5mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse28lch2s-5501,https://static.utmel.com/80fimg/mallorysonalert-mse28lch2s-9643.jpg,MSE28LCH2S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse28lch2s-datasheets-5964.pdf,-,,,Bulk,-,-,Active,,14.5mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14lsn2-5524,https://static.utmel.com/80fimg/mallorysonalert-mse14lsn2-9677.jpg,MSE14LSN2,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14lsn2-datasheets-6059.pdf,Base,,,Bulk,-,-,Active,,8.1mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14ldp3s-5577,https://static.utmel.com/80fimg/mallorysonalert-mse14ldp3s-9654.jpg,MSE14LDP3S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14ldp3s-datasheets-6355.pdf,Panel,,,Bulk,-,-,Active,,7mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14mdp3s-5591,https://static.utmel.com/80fimg/mallorysonalert-mse14mdp3s-6396.jpg,MSE14MDP3S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14mdp3s-datasheets-6433.pdf,External,,,Bulk,-,-,Active,,12mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse28lps1s-5597,https://static.utmel.com/80cimg/mallorysonalertproductsinc-mse14mwh1-8206.jpg,MSE28LPS1S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse28lps1s-datasheets-6469.pdf,External,,,Bulk,-,-,Active,,14.5mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14mwh2s-5601,https://static.utmel.com/80fimg/mallorysonalert-mse14mwh2s-9630.jpg,MSE14MWH2S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14mwh2s-datasheets-6493.pdf,-,,,Bulk,-,-,Active,,11.3mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14msu2s-5610,https://static.utmel.com/80fimg/mallorysonalert-mse14msu2s-9667.jpg,MSE14MSU2S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14msu2s-datasheets-6543.pdf,-,,,Bulk,-,2.146Dia 54.50mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14lsu2s-5637,https://static.utmel.com/80fimg/mallorysonalert-mse14lsu2s-9697.jpg,MSE14LSU2S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14lsu2s-datasheets-6699.pdf,-,,,Bulk,-,SMT,Active,,12.5mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14lwh1s-5582,https://static.utmel.com/80fimg/mallorysonalert-mse14lwh1s-9701.jpg,MSE14LWH1S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14lwh1s-datasheets-6381.pdf,Base,,,Bulk,-,0.335Lx0.335W 8.50mmx8.50mm,Active,,20.6mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse28lsu2s-5594,https://static.utmel.com/80fimg/mallorysonalert-mse28lsu2s-9683.jpg,MSE28LSU2S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse28lsu2s-datasheets-6451.pdf,Panel,,,Bulk,-,M2BJ,Active,,43mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14ldp2s-5598,https://static.utmel.com/80fimg/mallorysonalert-mse14ldp2s-9691.jpg,MSE14LDP2S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14ldp2s-datasheets-6475.pdf,External,,,Bulk,-,ZA,Active,,17mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse28lcm3s-5603,https://static.utmel.com/80fimg/mallorysonalert-mse28lcm3s-5014.jpg,MSE28LCM3S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse28lcm3s-datasheets-6505.pdf,-,,,Bulk,-,0.953Dia 24.20mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse28ldp2s-5613,https://static.utmel.com/80fimg/mallorysonalert-mse28ldp2s-9644.jpg,MSE28LDP2S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse28ldp2s-datasheets-6561.pdf,-,,,Bulk,-,AI,Active,,30.7mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse28lwh2s-5643,https://static.utmel.com/80fimg/mallorysonalert-mse28lwh2s-9001.jpg,MSE28LWH2S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse28lwh2s-datasheets-6734.pdf,Through Hole,,,Bulk,-,AI,Active,,11.5mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14lch2s-5572,https://static.utmel.com/80fimg/mallorysonalert-mse14lch2s-9711.jpg,MSE14LCH2S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14lch2s-datasheets-6327.pdf,-,,,Bulk,-,0.551Dia 14.00mm,Active,,43mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14lwh2s-5583,https://static.utmel.com/80cimg/mallorysonalertproductsinc-mse14mwh1-8206.jpg,MSE14LWH2S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14lwh2s-datasheets-6387.pdf,300,,,Bulk,-,0.945Dia 24.00mm,Active,,43mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14mdt8s-5593,https://static.utmel.com/80fimg/mallorysonalert-mse14mdt8s-9668.jpg,MSE14MDT8S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14mdt8s-datasheets-6445.pdf,-,,,Bulk,-,ZA,Active,,30.7mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14mdp2s-5600,https://static.utmel.com/80fimg/mallorysonalert-mse14mdp2s-7622.jpg,MSE14MDP2S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14mdp2s-datasheets-6487.pdf,PCB,,,Bulk,-,ZA,Active,,42.5mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14mch2s-5620,https://static.utmel.com/80fimg/mallorysonalert-mse14mch2s-9693.jpg,MSE14MCH2S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14mch2s-datasheets-6603.pdf,-,,,Bulk,-,SC,Active,,30.7mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse28ldp3s-5621,https://static.utmel.com/80fimg/mallorysonalert-mse28ldp3s-9013.jpg,MSE28LDP3S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse28ldp3s-datasheets-6609.pdf,-,,,Bulk,-,0.945Dia 24.00mm,Active,,30.74mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14mps1s-5623,https://static.utmel.com/80fimg/mallorysonalert-mse14mps1s-9665.jpg,MSE14MPS1S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14mps1s-datasheets-6621.pdf,Panel,,,Bulk,-,0.953Dia 24.20mm,Active,,42.85mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse28lwh1s-5689,https://static.utmel.com/80fimg/mallorysonalert-mse28lwh1s-8989.jpg,MSE28LWH1S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse28lwh1s-datasheets-7015.pdf,-,,,Bulk,-,0.472Dia 12.00mm,Active,,23mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14ldt8s-5693,https://static.utmel.com/80fimg/mallorysonalert-mse14ldt8s-9674.jpg,MSE14LDT8S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14ldt8s-datasheets-7034.pdf,-,,,Bulk,-,1.181Dia 30.00mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse28ldp3-5569,https://static.utmel.com/80fimg/mallorysonalert-mse28ldp3-9631.jpg,MSE28LDP3,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse28ldp3-datasheets-6309.pdf,External,,,Bulk,-,1.260Dia 32.00mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse28ldd7s-5606,https://static.utmel.com/80fimg/mallorysonalert-mse28ldd7s-9639.jpg,MSE28LDD7S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse28ldd7s-datasheets-6523.pdf,Surface Mount,,,Bulk,-,0.945Lx0.709W 24.00mmx18.00mm,Active,,22mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse28lsn2-5586,https://static.utmel.com/80fimg/mallorysonalert-mse28lsn2-8688.jpg,MSE28LSN2,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse28lsn2-datasheets-6403.pdf,Surface Mount,,,Bulk,-,0.945Lx0.709W 24.00mmx18.00mm,Active,,42.5mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14mdd7s-5592,https://static.utmel.com/80fimg/mallorysonalert-mse14mdd7s-9688.jpg,MSE14MDD7S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14mdd7s-datasheets-6439.pdf,-,,,Bulk,-,Active,Active,,54.5mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse28mdp3s-5636,https://static.utmel.com/80fimg/mallorysonalert-mse28mdp3s-6298.jpg,MSE28MDP3S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse28mdp3s-datasheets-6693.pdf,-,,,Bulk,-,1.692Dia 42.98mm,Active,,8.5mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse28mdt8s-5638,https://static.utmel.com/80fimg/mallorysonalert-mse28mdt8s-9006.jpg,MSE28MDT8S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse28mdt8s-datasheets-6705.pdf,200,,,Bulk,-,0.504Lx0.504W 12.80mmx12.80mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028sadp3-6398,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za120mact-3186.jpg,ZA028SADP3,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,Base,,,Bulk,-,0.945Lx0.709W 24.00mmx18.00mm,Active,,22mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse28lcm3-5551,https://static.utmel.com/80fimg/mallorysonalert-mse28lcm3-6402.jpg,MSE28LCM3,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse28lcm3-datasheets-6209.pdf,Base,,,Bulk,-,0.504Lx0.504W 12.80mmx12.80mm,Active,,56.7mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse14msn2-5559,https://static.utmel.com/80fimg/mallorysonalert-mse14msn2-9664.jpg,MSE14MSN2,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse14msn2-datasheets-6249.pdf,Panel,,,Bulk,-,1.687Dia 42.85mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse28ltt3s-5641,https://static.utmel.com/80fimg/mallorysonalert-mse28ltt3s-9684.jpg,MSE28LTT3S,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse28ltt3s-datasheets-6723.pdf,-,,,Bulk,-,Active,Active,,42.5mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028sddp3-6189,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za120mact-3186.jpg,ZA028SDDP3,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,,,,Bulk,-,0.197Lx0.197W 5.00mmx5.00mm,Active,,42.5mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028samp1-6527,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za120mact-3186.jpg,ZA028SAMP1,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,-,,,Bulk,-,1.692Dia 42.98mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse28msn2-5568,https://static.utmel.com/80fimg/mallorysonalert-mse28msn2-1778.jpg,MSE28MSN2,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse28msn2-datasheets-6303.pdf,-,,,Bulk,-,1.687Dia 42.85mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028sdfp1-6195,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za120mact-3186.jpg,ZA028SDFP1,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,-,,,Bulk,-,1.692Dia 42.98mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-mse28mdt7-5619,https://static.utmel.com/80fimg/mallorysonalert-mse28mdt7-8993.jpg,MSE28MDT7,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-mse28mdt7-datasheets-6597.pdf,-,,,Bulk,-,0.630Dia 16.00mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za016sdsp1-6184,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA016SDSP1,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,-,,,Bulk,-,0.906Lx0.906W 23.00mmx23.00mm,Active,,-,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za016sddp2-6199,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za028lasu2-2102.jpg,ZA016SDDP2,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,,,,Tray,-,0.906Lx0.906W 23.00mmx23.00mm,Active,,42.85mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-za028safp1-6387,https://static.utmel.com/80dimg/mallorysonalertproductsinc-za120mact-3186.jpg,ZA028SAFP1,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-za048sasr8-datasheets-5889.pdf,,,,Bulk,-,0.906Lx0.906W 23.00mmx23.00mm,Active,,5.5mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-scl120xa3ctb-2611,https://static.utmel.com/80fimg/mallorysonalert-scl120xa3ctb-0896.jpg,SCL120XA3CTB,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-scl120xa3ctb-datasheets-4328.pdf,,,,Bulk,-,0.906Lx0.906W 23.00mmx23.00mm,Active,,16.5mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-scl016md3ctb-6278,https://static.utmel.com/80fimg/mallorysonalert-scl016md3ctb-0794.jpg,SCL016MD3CTB,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-scl016md3ctb-datasheets-0695.pdf,,,,Bulk,-,1.687Dia 42.85mm,Active,,9mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-scl016xd3ctb-6442,https://static.utmel.com/80fimg/mallorysonalert-scl016xd3ctb-0791.jpg,SCL016XD3CTB,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-scl016xd3ctb-datasheets-1359.pdf,,,,Bulk,-,0.866Dia 22.00mm,Active,,5.6mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-scl016xd3ctb-6442,https://static.utmel.com/80fimg/mallorysonalert-scl016xd3ctb-0791.jpg,SCL016XD3CTB,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-scl016xd3ctb-datasheets-1359.pdf,,,,Bulk,-,1.692Dia 42.98mm,Active,,23.5mm,,,,,,,
https://www.utmel.com/productdetail/mallorysonalertproductsinc-scl028md3sp1b-3131,https://static.utmel.com/80fimg/mallorysonalert-scl028md3sp1b-0799.jpg,SCL028MD3SP1B,,In Stock,,1,https://pdf.utmel.com/r/datasheets/mallorysonalertproductsinc-scl028md3sp1b-datasheets-6427.pdf,,,,Bulk,-,1.210Dia 30.74mm,Active,,16mm,,,,,,,
